	cuisines	property_title	ranking	review_count	url2
223	['Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Halal']	Beit Sitti	#14 of 545 Restaurants in Amman	237 reviews 	/Restaurant_Review-g293986-d2441252-Reviews-Beit_Sitti-Amman_Amman_Governorate.html
224	['Steakhouse', 'Barbecue', 'Halal']	Lucca Steakhouse	#15 of 545 Restaurants in Amman	116 reviews 	/Restaurant_Review-g293986-d9706146-Reviews-Lucca_Steakhouse-Amman_Amman_Governorate.html
225	['Mediterranean', 'Middle Eastern', 'Lebanese', 'Halal', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Kan Zamaan	#16 of 545 Restaurants in Amman	141 reviews 	/Restaurant_Review-g293986-d1852510-Reviews-Kan_Zamaan-Amman_Amman_Governorate.html
226	['Lebanese', 'Mediterranean', 'Barbecue', 'Middle Eastern', 'Halal']	Burj Al Hamam	#17 of 545 Restaurants in Amman	160 reviews 	/Restaurant_Review-g293986-d1181235-Reviews-Burj_Al_Hamam-Amman_Amman_Governorate.html
227	['Mediterranean', 'Middle Eastern', 'Lebanese', 'Halal', 'Vegetarian Friendly']	Levant	#18 of 545 Restaurants in Amman	275 reviews 	/Restaurant_Review-g293986-d2477583-Reviews-Levant-Amman_Amman_Governorate.html
228	['Middle Eastern', 'Halal', 'Vegetarian Friendly', 'Vegan Options']	Rosa Damascena	#19 of 545 Restaurants in Amman	56 reviews 	/Restaurant_Review-g293986-d9590689-Reviews-Rosa_Damascena-Amman_Amman_Governorate.html
229	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Eastern European', 'Halal', 'Vegetarian Friendly', 'Gluten Free Options']	Levant Restaurant	#20 of 545 Restaurants in Amman	99 reviews 	/Restaurant_Review-g293986-d6417061-Reviews-Levant_Restaurant-Amman_Amman_Governorate.html
230	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Hashim Restaurant	#21 of 545 Restaurants in Amman	131 reviews 	/Restaurant_Review-g293986-d3267255-Reviews-Hashim_Restaurant-Amman_Amman_Governorate.html
231	['Cafe']	Books at Cafe	#22 of 545 Restaurants in Amman	342 reviews 	/Restaurant_Review-g293986-d1570764-Reviews-Books_at_Cafe-Amman_Amman_Governorate.html
232	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal']	Tannoureen	#23 of 545 Restaurants in Amman	157 reviews 	/Restaurant_Review-g293986-d816762-Reviews-Tannoureen-Amman_Amman_Governorate.html
233	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal']	Reem albawadi	#24 of 545 Restaurants in Amman	308 reviews 	/Restaurant_Review-g293986-d807849-Reviews-Reem_albawadi-Amman_Amman_Governorate.html
234	['Italian', 'Mediterranean', 'European', 'Vegan Options', 'Vegetarian Friendly']	IL Terrazzo Amman Restaurant	#25 of 545 Restaurants in Amman	61 reviews 	/Restaurant_Review-g293986-d7698440-Reviews-IL_Terrazzo_Amman_Restaurant-Amman_Amman_Governorate.html
235	['Italian', 'French', 'International', 'Argentinean', 'South American', 'Arabic']	Clemance Restaurant	#26 of 545 Restaurants in Amman	20 reviews 	/Restaurant_Review-g293986-d12242637-Reviews-Clemance_Restaurant-Amman_Amman_Governorate.html
236	['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options']	Yoshi	#27 of 545 Restaurants in Amman	144 reviews 	/Restaurant_Review-g293986-d1483307-Reviews-Yoshi-Amman_Amman_Governorate.html
237	['International', 'Vegetarian Friendly']	Off The Record	#28 of 545 Restaurants in Amman	29 reviews 	/Restaurant_Review-g293986-d11805115-Reviews-Off_The_Record-Amman_Amman_Governorate.html
238	['Japanese', 'Sushi', 'Asian']	Vinaigrette	#29 of 545 Restaurants in Amman	138 reviews 	/Restaurant_Review-g293986-d3172067-Reviews-Vinaigrette-Amman_Amman_Governorate.html
239	['Italian', 'European', 'Pizza', 'Vegetarian Friendly', 'Vegan Options']	Gusto	#30 of 545 Restaurants in Amman	39 reviews 	/Restaurant_Review-g293986-d10148621-Reviews-Gusto-Amman_Amman_Governorate.html
240	['American', 'Barbecue']	Brisket	#1 of 545 Restaurants in Amman	268 reviews 	/Restaurant_Review-g293986-d7267482-Reviews-Brisket-Amman_Amman_Governorate.html
241	['Pizza', 'Arabic', 'Halal', 'Gluten Free Options']	Pizza Roma Cafe	#2 of 545 Restaurants in Amman	300 reviews 	/Restaurant_Review-g293986-d3389330-Reviews-Pizza_Roma_Cafe-Amman_Amman_Governorate.html
242	['Middle Eastern', 'Halal']	Habibah Sweets	#3 of 545 Restaurants in Amman	665 reviews 	/Restaurant_Review-g293986-d2084697-Reviews-Habibah_Sweets-Amman_Amman_Governorate.html
243	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Fakhreldin Restaurant	#4 of 545 Restaurants in Amman	787 reviews 	/Restaurant_Review-g293986-d1371269-Reviews-Fakhreldin_Restaurant-Amman_Amman_Governorate.html
244	['Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Sufra Restaurant	#5 of 545 Restaurants in Amman	701 reviews 	/Restaurant_Review-g293986-d2406112-Reviews-Sufra_Restaurant-Amman_Amman_Governorate.html
245	['Steakhouse', 'American', 'International']	V Lounge & Restaurant	#6 of 545 Restaurants in Amman	57 reviews 	/Restaurant_Review-g293986-d3989474-Reviews-V_Lounge_Restaurant-Amman_Amman_Governorate.html
246	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Tawaheen al-Hawa	#7 of 545 Restaurants in Amman	713 reviews 	/Restaurant_Review-g293986-d1641029-Reviews-Tawaheen_al_Hawa-Amman_Amman_Governorate.html
247	['American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Chestnut Restaurant & Pub	#8 of 545 Restaurants in Amman	283 reviews 	/Restaurant_Review-g293986-d7761403-Reviews-Chestnut_Restaurant_Pub-Amman_Amman_Governorate.html
248	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Hashem	#9 of 545 Restaurants in Amman	1,361 reviews 	/Restaurant_Review-g293986-d1918356-Reviews-Hashem-Amman_Amman_Governorate.html
249	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Abu Jbara	#10 of 545 Restaurants in Amman	348 reviews 	/Restaurant_Review-g293986-d3261923-Reviews-Abu_Jbara-Amman_Amman_Governorate.html
250	['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Melograno	#11 of 545 Restaurants in Amman	82 reviews 	/Restaurant_Review-g293986-d10005312-Reviews-Melograno-Amman_Amman_Governorate.html
251	['Fast Food', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Al-Quds	#12 of 545 Restaurants in Amman	197 reviews 	/Restaurant_Review-g293986-d2277785-Reviews-Al_Quds-Amman_Amman_Governorate.html
252	['Healthy', 'Middle Eastern', 'Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']	Wild Jordan Center	#13 of 545 Restaurants in Amman	414 reviews 	/Restaurant_Review-g293986-d1036043-Reviews-Wild_Jordan_Center-Amman_Amman_Governorate.html
253	['Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Halal']	Beit Sitti	#14 of 545 Restaurants in Amman	237 reviews 	/Restaurant_Review-g293986-d2441252-Reviews-Beit_Sitti-Amman_Amman_Governorate.html
254	['Steakhouse', 'Barbecue', 'Halal']	Lucca Steakhouse	#15 of 545 Restaurants in Amman	116 reviews 	/Restaurant_Review-g293986-d9706146-Reviews-Lucca_Steakhouse-Amman_Amman_Governorate.html
255	['Mediterranean', 'Middle Eastern', 'Lebanese', 'Halal', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Kan Zamaan	#16 of 545 Restaurants in Amman	141 reviews 	/Restaurant_Review-g293986-d1852510-Reviews-Kan_Zamaan-Amman_Amman_Governorate.html
256	['Lebanese', 'Mediterranean', 'Barbecue', 'Middle Eastern', 'Halal']	Burj Al Hamam	#17 of 545 Restaurants in Amman	160 reviews 	/Restaurant_Review-g293986-d1181235-Reviews-Burj_Al_Hamam-Amman_Amman_Governorate.html
257	['Mediterranean', 'Middle Eastern', 'Lebanese', 'Halal', 'Vegetarian Friendly']	Levant	#18 of 545 Restaurants in Amman	275 reviews 	/Restaurant_Review-g293986-d2477583-Reviews-Levant-Amman_Amman_Governorate.html
258	['Middle Eastern', 'Halal', 'Vegetarian Friendly', 'Vegan Options']	Rosa Damascena	#19 of 545 Restaurants in Amman	56 reviews 	/Restaurant_Review-g293986-d9590689-Reviews-Rosa_Damascena-Amman_Amman_Governorate.html
259	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Eastern European', 'Halal', 'Vegetarian Friendly', 'Gluten Free Options']	Levant Restaurant	#20 of 545 Restaurants in Amman	99 reviews 	/Restaurant_Review-g293986-d6417061-Reviews-Levant_Restaurant-Amman_Amman_Governorate.html
260	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Hashim Restaurant	#21 of 545 Restaurants in Amman	131 reviews 	/Restaurant_Review-g293986-d3267255-Reviews-Hashim_Restaurant-Amman_Amman_Governorate.html
261	['Cafe']	Books at Cafe	#22 of 545 Restaurants in Amman	342 reviews 	/Restaurant_Review-g293986-d1570764-Reviews-Books_at_Cafe-Amman_Amman_Governorate.html
262	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal']	Tannoureen	#23 of 545 Restaurants in Amman	157 reviews 	/Restaurant_Review-g293986-d816762-Reviews-Tannoureen-Amman_Amman_Governorate.html
263	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal']	Reem albawadi	#24 of 545 Restaurants in Amman	308 reviews 	/Restaurant_Review-g293986-d807849-Reviews-Reem_albawadi-Amman_Amman_Governorate.html
264	['Italian', 'Mediterranean', 'European', 'Vegan Options', 'Vegetarian Friendly']	IL Terrazzo Amman Restaurant	#25 of 545 Restaurants in Amman	61 reviews 	/Restaurant_Review-g293986-d7698440-Reviews-IL_Terrazzo_Amman_Restaurant-Amman_Amman_Governorate.html
265	['Italian', 'French', 'International', 'Argentinean', 'South American', 'Arabic']	Clemance Restaurant	#26 of 545 Restaurants in Amman	20 reviews 	/Restaurant_Review-g293986-d12242637-Reviews-Clemance_Restaurant-Amman_Amman_Governorate.html
266	['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options']	Yoshi	#27 of 545 Restaurants in Amman	144 reviews 	/Restaurant_Review-g293986-d1483307-Reviews-Yoshi-Amman_Amman_Governorate.html
267	['International', 'Vegetarian Friendly']	Off The Record	#28 of 545 Restaurants in Amman	29 reviews 	/Restaurant_Review-g293986-d11805115-Reviews-Off_The_Record-Amman_Amman_Governorate.html
268	['Japanese', 'Sushi', 'Asian']	Vinaigrette	#29 of 545 Restaurants in Amman	138 reviews 	/Restaurant_Review-g293986-d3172067-Reviews-Vinaigrette-Amman_Amman_Governorate.html
269	['Italian', 'European', 'Pizza', 'Vegetarian Friendly', 'Vegan Options']	Gusto	#30 of 545 Restaurants in Amman	39 reviews 	/Restaurant_Review-g293986-d10148621-Reviews-Gusto-Amman_Amman_Governorate.html
270	['American', 'Barbecue']	Brisket	#1 of 545 Restaurants in Amman	268 reviews 	/Restaurant_Review-g293986-d7267482-Reviews-Brisket-Amman_Amman_Governorate.html
271	['Pizza', 'Arabic', 'Halal', 'Gluten Free Options']	Pizza Roma Cafe	#2 of 545 Restaurants in Amman	300 reviews 	/Restaurant_Review-g293986-d3389330-Reviews-Pizza_Roma_Cafe-Amman_Amman_Governorate.html
272	['Middle Eastern', 'Halal']	Habibah Sweets	#3 of 545 Restaurants in Amman	665 reviews 	/Restaurant_Review-g293986-d2084697-Reviews-Habibah_Sweets-Amman_Amman_Governorate.html
273	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Fakhreldin Restaurant	#4 of 545 Restaurants in Amman	787 reviews 	/Restaurant_Review-g293986-d1371269-Reviews-Fakhreldin_Restaurant-Amman_Amman_Governorate.html
274	['Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Sufra Restaurant	#5 of 545 Restaurants in Amman	701 reviews 	/Restaurant_Review-g293986-d2406112-Reviews-Sufra_Restaurant-Amman_Amman_Governorate.html
275	['Steakhouse', 'American', 'International']	V Lounge & Restaurant	#6 of 545 Restaurants in Amman	57 reviews 	/Restaurant_Review-g293986-d3989474-Reviews-V_Lounge_Restaurant-Amman_Amman_Governorate.html
276	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Tawaheen al-Hawa	#7 of 545 Restaurants in Amman	713 reviews 	/Restaurant_Review-g293986-d1641029-Reviews-Tawaheen_al_Hawa-Amman_Amman_Governorate.html
277	['American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Chestnut Restaurant & Pub	#8 of 545 Restaurants in Amman	283 reviews 	/Restaurant_Review-g293986-d7761403-Reviews-Chestnut_Restaurant_Pub-Amman_Amman_Governorate.html
278	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Hashem	#9 of 545 Restaurants in Amman	1,361 reviews 	/Restaurant_Review-g293986-d1918356-Reviews-Hashem-Amman_Amman_Governorate.html
279	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Abu Jbara	#10 of 545 Restaurants in Amman	348 reviews 	/Restaurant_Review-g293986-d3261923-Reviews-Abu_Jbara-Amman_Amman_Governorate.html
280	['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Melograno	#11 of 545 Restaurants in Amman	82 reviews 	/Restaurant_Review-g293986-d10005312-Reviews-Melograno-Amman_Amman_Governorate.html
281	['Fast Food', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Al-Quds	#12 of 545 Restaurants in Amman	197 reviews 	/Restaurant_Review-g293986-d2277785-Reviews-Al_Quds-Amman_Amman_Governorate.html
282	['Healthy', 'Middle Eastern', 'Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']	Wild Jordan Center	#13 of 545 Restaurants in Amman	414 reviews 	/Restaurant_Review-g293986-d1036043-Reviews-Wild_Jordan_Center-Amman_Amman_Governorate.html
283	['Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Halal']	Beit Sitti	#14 of 545 Restaurants in Amman	237 reviews 	/Restaurant_Review-g293986-d2441252-Reviews-Beit_Sitti-Amman_Amman_Governorate.html
284	['Steakhouse', 'Barbecue', 'Halal']	Lucca Steakhouse	#15 of 545 Restaurants in Amman	116 reviews 	/Restaurant_Review-g293986-d9706146-Reviews-Lucca_Steakhouse-Amman_Amman_Governorate.html
285	['Mediterranean', 'Middle Eastern', 'Lebanese', 'Halal', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Kan Zamaan	#16 of 545 Restaurants in Amman	141 reviews 	/Restaurant_Review-g293986-d1852510-Reviews-Kan_Zamaan-Amman_Amman_Governorate.html
286	['Lebanese', 'Mediterranean', 'Barbecue', 'Middle Eastern', 'Halal']	Burj Al Hamam	#17 of 545 Restaurants in Amman	160 reviews 	/Restaurant_Review-g293986-d1181235-Reviews-Burj_Al_Hamam-Amman_Amman_Governorate.html
287	['Mediterranean', 'Middle Eastern', 'Lebanese', 'Halal', 'Vegetarian Friendly']	Levant	#18 of 545 Restaurants in Amman	275 reviews 	/Restaurant_Review-g293986-d2477583-Reviews-Levant-Amman_Amman_Governorate.html
288	['Middle Eastern', 'Halal', 'Vegetarian Friendly', 'Vegan Options']	Rosa Damascena	#19 of 545 Restaurants in Amman	56 reviews 	/Restaurant_Review-g293986-d9590689-Reviews-Rosa_Damascena-Amman_Amman_Governorate.html
289	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Eastern European', 'Halal', 'Vegetarian Friendly', 'Gluten Free Options']	Levant Restaurant	#20 of 545 Restaurants in Amman	99 reviews 	/Restaurant_Review-g293986-d6417061-Reviews-Levant_Restaurant-Amman_Amman_Governorate.html
290	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Hashim Restaurant	#21 of 545 Restaurants in Amman	131 reviews 	/Restaurant_Review-g293986-d3267255-Reviews-Hashim_Restaurant-Amman_Amman_Governorate.html
291	['Cafe']	Books at Cafe	#22 of 545 Restaurants in Amman	342 reviews 	/Restaurant_Review-g293986-d1570764-Reviews-Books_at_Cafe-Amman_Amman_Governorate.html
292	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal']	Tannoureen	#23 of 545 Restaurants in Amman	157 reviews 	/Restaurant_Review-g293986-d816762-Reviews-Tannoureen-Amman_Amman_Governorate.html
293	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal']	Reem albawadi	#24 of 545 Restaurants in Amman	308 reviews 	/Restaurant_Review-g293986-d807849-Reviews-Reem_albawadi-Amman_Amman_Governorate.html
294	['Italian', 'Mediterranean', 'European', 'Vegan Options', 'Vegetarian Friendly']	IL Terrazzo Amman Restaurant	#25 of 545 Restaurants in Amman	61 reviews 	/Restaurant_Review-g293986-d7698440-Reviews-IL_Terrazzo_Amman_Restaurant-Amman_Amman_Governorate.html
295	['Italian', 'French', 'International', 'Argentinean', 'South American', 'Arabic']	Clemance Restaurant	#26 of 545 Restaurants in Amman	20 reviews 	/Restaurant_Review-g293986-d12242637-Reviews-Clemance_Restaurant-Amman_Amman_Governorate.html
296	['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options']	Yoshi	#27 of 545 Restaurants in Amman	144 reviews 	/Restaurant_Review-g293986-d1483307-Reviews-Yoshi-Amman_Amman_Governorate.html
297	['International', 'Vegetarian Friendly']	Off The Record	#28 of 545 Restaurants in Amman	29 reviews 	/Restaurant_Review-g293986-d11805115-Reviews-Off_The_Record-Amman_Amman_Governorate.html
298	['Japanese', 'Sushi', 'Asian']	Vinaigrette	#29 of 545 Restaurants in Amman	138 reviews 	/Restaurant_Review-g293986-d3172067-Reviews-Vinaigrette-Amman_Amman_Governorate.html
299	['Italian', 'European', 'Pizza', 'Vegetarian Friendly', 'Vegan Options']	Gusto	#30 of 545 Restaurants in Amman	39 reviews 	/Restaurant_Review-g293986-d10148621-Reviews-Gusto-Amman_Amman_Governorate.html
300	['American', 'Barbecue']	Brisket	#1 of 545 Restaurants in Amman	268 reviews 	/Restaurant_Review-g293986-d7267482-Reviews-Brisket-Amman_Amman_Governorate.html
301	['Pizza', 'Arabic', 'Halal', 'Gluten Free Options']	Pizza Roma Cafe	#2 of 545 Restaurants in Amman	300 reviews 	/Restaurant_Review-g293986-d3389330-Reviews-Pizza_Roma_Cafe-Amman_Amman_Governorate.html
302	['Middle Eastern', 'Halal']	Habibah Sweets	#3 of 545 Restaurants in Amman	665 reviews 	/Restaurant_Review-g293986-d2084697-Reviews-Habibah_Sweets-Amman_Amman_Governorate.html
303	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Fakhreldin Restaurant	#4 of 545 Restaurants in Amman	787 reviews 	/Restaurant_Review-g293986-d1371269-Reviews-Fakhreldin_Restaurant-Amman_Amman_Governorate.html
304	['Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Sufra Restaurant	#5 of 545 Restaurants in Amman	701 reviews 	/Restaurant_Review-g293986-d2406112-Reviews-Sufra_Restaurant-Amman_Amman_Governorate.html
305	['Steakhouse', 'American', 'International']	V Lounge & Restaurant	#6 of 545 Restaurants in Amman	57 reviews 	/Restaurant_Review-g293986-d3989474-Reviews-V_Lounge_Restaurant-Amman_Amman_Governorate.html
306	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Tawaheen al-Hawa	#7 of 545 Restaurants in Amman	713 reviews 	/Restaurant_Review-g293986-d1641029-Reviews-Tawaheen_al_Hawa-Amman_Amman_Governorate.html
307	['American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Chestnut Restaurant & Pub	#8 of 545 Restaurants in Amman	283 reviews 	/Restaurant_Review-g293986-d7761403-Reviews-Chestnut_Restaurant_Pub-Amman_Amman_Governorate.html
308	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Hashem	#9 of 545 Restaurants in Amman	1,361 reviews 	/Restaurant_Review-g293986-d1918356-Reviews-Hashem-Amman_Amman_Governorate.html
309	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Abu Jbara	#10 of 545 Restaurants in Amman	348 reviews 	/Restaurant_Review-g293986-d3261923-Reviews-Abu_Jbara-Amman_Amman_Governorate.html
310	['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Melograno	#11 of 545 Restaurants in Amman	82 reviews 	/Restaurant_Review-g293986-d10005312-Reviews-Melograno-Amman_Amman_Governorate.html
311	['Fast Food', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Al-Quds	#12 of 545 Restaurants in Amman	197 reviews 	/Restaurant_Review-g293986-d2277785-Reviews-Al_Quds-Amman_Amman_Governorate.html
312	['Healthy', 'Middle Eastern', 'Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']	Wild Jordan Center	#13 of 545 Restaurants in Amman	414 reviews 	/Restaurant_Review-g293986-d1036043-Reviews-Wild_Jordan_Center-Amman_Amman_Governorate.html
313	['Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Halal']	Beit Sitti	#14 of 545 Restaurants in Amman	237 reviews 	/Restaurant_Review-g293986-d2441252-Reviews-Beit_Sitti-Amman_Amman_Governorate.html
314	['Steakhouse', 'Barbecue', 'Halal']	Lucca Steakhouse	#15 of 545 Restaurants in Amman	116 reviews 	/Restaurant_Review-g293986-d9706146-Reviews-Lucca_Steakhouse-Amman_Amman_Governorate.html
315	['Mediterranean', 'Middle Eastern', 'Lebanese', 'Halal', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']	Kan Zamaan	#16 of 545 Restaurants in Amman	141 reviews 	/Restaurant_Review-g293986-d1852510-Reviews-Kan_Zamaan-Amman_Amman_Governorate.html
316	['Lebanese', 'Mediterranean', 'Barbecue', 'Middle Eastern', 'Halal']	Burj Al Hamam	#17 of 545 Restaurants in Amman	160 reviews 	/Restaurant_Review-g293986-d1181235-Reviews-Burj_Al_Hamam-Amman_Amman_Governorate.html
317	['Mediterranean', 'Middle Eastern', 'Lebanese', 'Halal', 'Vegetarian Friendly']	Levant	#18 of 545 Restaurants in Amman	275 reviews 	/Restaurant_Review-g293986-d2477583-Reviews-Levant-Amman_Amman_Governorate.html
318	['Middle Eastern', 'Halal', 'Vegetarian Friendly', 'Vegan Options']	Rosa Damascena	#19 of 545 Restaurants in Amman	56 reviews 	/Restaurant_Review-g293986-d9590689-Reviews-Rosa_Damascena-Amman_Amman_Governorate.html
319	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Eastern European', 'Halal', 'Vegetarian Friendly', 'Gluten Free Options']	Levant Restaurant	#20 of 545 Restaurants in Amman	99 reviews 	/Restaurant_Review-g293986-d6417061-Reviews-Levant_Restaurant-Amman_Amman_Governorate.html
320	['Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']	Hashim Restaurant	#21 of 545 Restaurants in Amman	131 reviews 	/Restaurant_Review-g293986-d3267255-Reviews-Hashim_Restaurant-Amman_Amman_Governorate.html
321	['Cafe']	Books at Cafe	#22 of 545 Restaurants in Amman	342 reviews 	/Restaurant_Review-g293986-d1570764-Reviews-Books_at_Cafe-Amman_Amman_Governorate.html
322	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal']	Tannoureen	#23 of 545 Restaurants in Amman	157 reviews 	/Restaurant_Review-g293986-d816762-Reviews-Tannoureen-Amman_Amman_Governorate.html
323	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal']	Reem albawadi	#24 of 545 Restaurants in Amman	308 reviews 	/Restaurant_Review-g293986-d807849-Reviews-Reem_albawadi-Amman_Amman_Governorate.html
324	['Italian', 'Mediterranean', 'European', 'Vegan Options', 'Vegetarian Friendly']	IL Terrazzo Amman Restaurant	#25 of 545 Restaurants in Amman	61 reviews 	/Restaurant_Review-g293986-d7698440-Reviews-IL_Terrazzo_Amman_Restaurant-Amman_Amman_Governorate.html
325	['Italian', 'French', 'International', 'Argentinean', 'South American', 'Arabic']	Clemance Restaurant	#26 of 545 Restaurants in Amman	20 reviews 	/Restaurant_Review-g293986-d12242637-Reviews-Clemance_Restaurant-Amman_Amman_Governorate.html
326	['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options']	Yoshi	#27 of 545 Restaurants in Amman	144 reviews 	/Restaurant_Review-g293986-d1483307-Reviews-Yoshi-Amman_Amman_Governorate.html
327	['International', 'Vegetarian Friendly']	Off The Record	#28 of 545 Restaurants in Amman	29 reviews 	/Restaurant_Review-g293986-d11805115-Reviews-Off_The_Record-Amman_Amman_Governorate.html
328	['Japanese', 'Sushi', 'Asian']	Vinaigrette	#29 of 545 Restaurants in Amman	138 reviews 	/Restaurant_Review-g293986-d3172067-Reviews-Vinaigrette-Amman_Amman_Governorate.html
329	['Italian', 'European', 'Pizza', 'Vegetarian Friendly', 'Vegan Options']	Gusto	#30 of 545 Restaurants in Amman	39 reviews 	/Restaurant_Review-g293986-d10148621-Reviews-Gusto-Amman_Amman_Governorate.html
330	['American', 'Barbecue']	Brisket	#1 of 545 Restaurants in Amman	268 reviews 	/Restaurant_Review-g293986-d7267482-Reviews-Brisket-Amman_Amman_Governorate.html
331	['Pizza', 'Arabic', 'Halal', 'Gluten Free Options']	Pizza Roma Cafe	#2 of 545 Restaurants in Amman	300 reviews 	/Restaurant_Review-g293986-d3389330-Reviews-Pizza_Roma_Cafe-Amman_Amman_Governorate.html
332	['Middle Eastern', 'Halal']	Habibah Sweets	#3 of 545 Restaurants in Amman	665 reviews 	/Restaurant_Review-g293986-d2084697-Reviews-Habibah_Sweets-Amman_Amman_Governorate.html
333	['Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Fakhreldin Restaurant	#4 of 545 Restaurants in Amman	787 reviews 	/Restaurant_Review-g293986-d1371269-Reviews-Fakhreldin_Restaurant-Amman_Amman_Governorate.html
334	['Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']	Sufra Restaurant	#5 of 545 Restaurants in Amman	701 reviews 	/Restaurant_Review-g293986-d2406112-Reviews-Sufra_Restaurant-Amman_Amman_Governorate.html
335	['Steakhouse', 'American', 'International']	V Lounge & Restaurant	#6 of 545 Restaurants in Amman	57 reviews 	/Restaurant_Review-g293986-d3989474-Reviews-V_Lounge_Restaurant-Amman_Amman_Governorate.html
