,latitude,longitude,name
138,31.941225,35.888035,Levant Restaurant
139,31.95136,35.916283,Rosa Damascena
140,31.952257,35.93196,Hashim Restaurant
141,31.948015,35.931316,Books at Cafe
142,31.96674,35.87306,Tannoureen
143,31.991304,35.865364,Reem albawadi
144,31.952566,35.9041,Yoshi
145,31.965462,35.901966,Gusto
146,31.946836,35.878162,Clemance Restaurant
147,31.973347,35.90616,IL Terrazzo Amman Restaurant
148,31.973473,35.89811,Vinaigrette
149,31.952627,35.93221,Al-Quds Restaurant
150,31.952438,35.937958,Pizza Roma Cafe
151,31.963032,35.89816,Brisket
152,31.951878,35.9332,Habibah Sweets
153,31.952278,35.92017,Fakhreldin Restaurant
154,31.94924,35.929058,Sufra Restaurant
155,31.992243,35.866783,Tawaheen al-Hawa
156,31.952156,35.91342,Chestnut Restaurant & Pub
157,31.961784,35.8701,V Lounge & Restaurant
158,31.952234,35.93188,Hashem
159,31.953451,35.884483,Melograno
160,31.987595,35.866623,Abu Jbara
161,31.94937,35.92642,Al-Quds
162,31.956652,35.94576,Beit Sitti
163,31.951536,35.93099,Wild Jordan Center
164,31.952919,35.903458,Lucca Steakhouse
165,31.953556,35.914356,Burj Al Hamam
166,31.845284,35.91387,Kan Zamaan
167,31.952505,35.907158,Levant
168,31.941225,35.888035,Levant Restaurant
169,31.95136,35.916283,Rosa Damascena
170,31.952257,35.93196,Hashim Restaurant
171,31.948015,35.931316,Books at Cafe
172,31.96674,35.87306,Tannoureen
173,31.991304,35.865364,Reem albawadi
174,31.952566,35.9041,Yoshi
175,31.965462,35.901966,Gusto
176,31.946836,35.878162,Clemance Restaurant
177,31.973347,35.90616,IL Terrazzo Amman Restaurant
178,31.973473,35.89811,Vinaigrette
179,31.952627,35.93221,Al-Quds Restaurant
180,31.952438,35.937958,Pizza Roma Cafe
181,31.963032,35.89816,Brisket
182,31.951878,35.9332,Habibah Sweets
183,31.952278,35.92017,Fakhreldin Restaurant
184,31.94924,35.929058,Sufra Restaurant
185,31.992243,35.866783,Tawaheen al-Hawa
186,31.952156,35.91342,Chestnut Restaurant & Pub
187,31.961784,35.8701,V Lounge & Restaurant
188,31.952234,35.93188,Hashem
189,31.953451,35.884483,Melograno
190,31.987595,35.866623,Abu Jbara
191,31.94937,35.92642,Al-Quds
192,31.956652,35.94576,Beit Sitti
193,31.951536,35.93099,Wild Jordan Center
194,31.952919,35.903458,Lucca Steakhouse
195,31.953556,35.914356,Burj Al Hamam
196,31.845284,35.91387,Kan Zamaan
197,31.952505,35.907158,Levant
198,31.941225,35.888035,Levant Restaurant
199,31.95136,35.916283,Rosa Damascena
200,31.952257,35.93196,Hashim Restaurant
201,31.948015,35.931316,Books at Cafe
202,31.96674,35.87306,Tannoureen
203,31.991304,35.865364,Reem albawadi
204,31.952566,35.9041,Yoshi
205,31.965462,35.901966,Gusto
206,31.946836,35.878162,Clemance Restaurant
207,31.973347,35.90616,IL Terrazzo Amman Restaurant
208,31.973473,35.89811,Vinaigrette
209,31.952627,35.93221,Al-Quds Restaurant
210,31.952438,35.937958,Pizza Roma Cafe
211,31.963032,35.89816,Brisket
212,31.951878,35.9332,Habibah Sweets
213,31.952278,35.92017,Fakhreldin Restaurant
214,31.94924,35.929058,Sufra Restaurant
215,31.992243,35.866783,Tawaheen al-Hawa
216,31.952156,35.91342,Chestnut Restaurant & Pub
217,31.961784,35.8701,V Lounge & Restaurant
218,31.952234,35.93188,Hashem
219,31.953451,35.884483,Melograno
220,31.987595,35.866623,Abu Jbara
221,31.94937,35.92642,Al-Quds
222,31.956652,35.94576,Beit Sitti
223,31.951536,35.93099,Wild Jordan Center
224,31.952919,35.903458,Lucca Steakhouse
225,31.953556,35.914356,Burj Al Hamam
226,31.845284,35.91387,Kan Zamaan
227,31.952505,35.907158,Levant
228,31.941225,35.888035,Levant Restaurant
229,31.95136,35.916283,Rosa Damascena
230,31.952257,35.93196,Hashim Restaurant
231,31.948015,35.931316,Books at Cafe
232,31.96674,35.87306,Tannoureen
233,31.991304,35.865364,Reem albawadi
234,31.952566,35.9041,Yoshi
235,31.965462,35.901966,Gusto
236,31.946836,35.878162,Clemance Restaurant
237,31.973347,35.90616,IL Terrazzo Amman Restaurant
238,31.973473,35.89811,Vinaigrette
239,31.952627,35.93221,Al-Quds Restaurant
240,31.952438,35.937958,Pizza Roma Cafe
241,31.963032,35.89816,Brisket
242,31.951878,35.9332,Habibah Sweets
243,31.952278,35.92017,Fakhreldin Restaurant
244,31.94924,35.929058,Sufra Restaurant
245,31.992243,35.866783,Tawaheen al-Hawa
246,31.952156,35.91342,Chestnut Restaurant & Pub
247,31.961784,35.8701,V Lounge & Restaurant
248,31.952234,35.93188,Hashem
249,31.953451,35.884483,Melograno
250,31.987595,35.866623,Abu Jbara
251,31.94937,35.92642,Al-Quds
252,31.956652,35.94576,Beit Sitti
253,31.951536,35.93099,Wild Jordan Center
254,31.952919,35.903458,Lucca Steakhouse
255,31.953556,35.914356,Burj Al Hamam
256,31.845284,35.91387,Kan Zamaan
257,31.952505,35.907158,Levant
258,31.941225,35.888035,Levant Restaurant
259,31.95136,35.916283,Rosa Damascena
260,31.952257,35.93196,Hashim Restaurant
261,31.948015,35.931316,Books at Cafe
262,31.96674,35.87306,Tannoureen
263,31.991304,35.865364,Reem albawadi
264,31.952566,35.9041,Yoshi
265,31.965462,35.901966,Gusto
266,31.946836,35.878162,Clemance Restaurant
267,31.973347,35.90616,IL Terrazzo Amman Restaurant
268,31.973473,35.89811,Vinaigrette
269,31.952627,35.93221,Al-Quds Restaurant
270,31.952438,35.937958,Pizza Roma Cafe
271,31.963032,35.89816,Brisket
272,31.951878,35.9332,Habibah Sweets
273,31.952278,35.92017,Fakhreldin Restaurant
274,31.94924,35.929058,Sufra Restaurant
275,31.992243,35.866783,Tawaheen al-Hawa
276,31.952156,35.91342,Chestnut Restaurant & Pub
277,31.961784,35.8701,V Lounge & Restaurant
278,31.952234,35.93188,Hashem
279,31.953451,35.884483,Melograno
280,31.987595,35.866623,Abu Jbara
281,31.94937,35.92642,Al-Quds
282,31.956652,35.94576,Beit Sitti
283,31.951536,35.93099,Wild Jordan Center
284,31.952919,35.903458,Lucca Steakhouse
285,31.953556,35.914356,Burj Al Hamam
286,31.845284,35.91387,Kan Zamaan
287,31.952505,35.907158,Levant
288,31.941225,35.888035,Levant Restaurant
289,31.95136,35.916283,Rosa Damascena
290,31.952257,35.93196,Hashim Restaurant
291,31.948015,35.931316,Books at Cafe
292,31.96674,35.87306,Tannoureen
293,31.991304,35.865364,Reem albawadi
294,31.952566,35.9041,Yoshi
295,31.965462,35.901966,Gusto
296,31.946836,35.878162,Clemance Restaurant
297,31.973347,35.90616,IL Terrazzo Amman Restaurant
298,31.973473,35.89811,Vinaigrette
299,31.952627,35.93221,Al-Quds Restaurant
300,31.952438,35.937958,Pizza Roma Cafe
301,31.963032,35.89816,Brisket
302,31.951878,35.9332,Habibah Sweets
303,31.952278,35.92017,Fakhreldin Restaurant
304,31.94924,35.929058,Sufra Restaurant
305,31.992243,35.866783,Tawaheen al-Hawa
306,31.952156,35.91342,Chestnut Restaurant & Pub
307,31.961784,35.8701,V Lounge & Restaurant
308,31.952234,35.93188,Hashem
309,31.953451,35.884483,Melograno
310,31.987595,35.866623,Abu Jbara
311,31.94937,35.92642,Al-Quds
312,31.956652,35.94576,Beit Sitti
313,31.951536,35.93099,Wild Jordan Center
314,31.952919,35.903458,Lucca Steakhouse
315,31.953556,35.914356,Burj Al Hamam
316,31.845284,35.91387,Kan Zamaan
317,31.952505,35.907158,Levant
318,31.941225,35.888035,Levant Restaurant
319,31.95136,35.916283,Rosa Damascena
320,31.952257,35.93196,Hashim Restaurant
321,31.948015,35.931316,Books at Cafe
322,31.96674,35.87306,Tannoureen
323,31.991304,35.865364,Reem albawadi
324,31.952566,35.9041,Yoshi
325,31.965462,35.901966,Gusto
326,31.946836,35.878162,Clemance Restaurant
327,31.973347,35.90616,IL Terrazzo Amman Restaurant
328,31.973473,35.89811,Vinaigrette
329,31.952627,35.93221,Al-Quds Restaurant
330,31.952438,35.937958,Pizza Roma Cafe
331,31.963032,35.89816,Brisket
332,31.951878,35.9332,Habibah Sweets
333,31.952278,35.92017,Fakhreldin Restaurant
334,31.94924,35.929058,Sufra Restaurant
335,31.992243,35.866783,Tawaheen al-Hawa
336,31.952156,35.91342,Chestnut Restaurant & Pub
337,31.961784,35.8701,V Lounge & Restaurant
338,31.952234,35.93188,Hashem
339,31.953451,35.884483,Melograno
340,31.987595,35.866623,Abu Jbara
341,31.94937,35.92642,Al-Quds
342,31.956652,35.94576,Beit Sitti
343,31.951536,35.93099,Wild Jordan Center
344,31.952919,35.903458,Lucca Steakhouse
345,31.953556,35.914356,Burj Al Hamam
346,31.845284,35.91387,Kan Zamaan
347,31.952505,35.907158,Levant
348,31.941225,35.888035,Levant Restaurant
349,31.95136,35.916283,Rosa Damascena
350,31.952257,35.93196,Hashim Restaurant
351,31.948015,35.931316,Books at Cafe
352,31.96674,35.87306,Tannoureen
353,31.991304,35.865364,Reem albawadi
354,31.952566,35.9041,Yoshi
355,31.965462,35.901966,Gusto
356,31.946836,35.878162,Clemance Restaurant
357,31.973347,35.90616,IL Terrazzo Amman Restaurant
358,31.973473,35.89811,Vinaigrette
359,31.952627,35.93221,Al-Quds Restaurant
360,31.952438,35.937958,Pizza Roma Cafe
361,31.963032,35.89816,Brisket
362,31.951878,35.9332,Habibah Sweets
363,31.952278,35.92017,Fakhreldin Restaurant
364,31.94924,35.929058,Sufra Restaurant
365,31.992243,35.866783,Tawaheen al-Hawa
366,31.952156,35.91342,Chestnut Restaurant & Pub
367,31.961784,35.8701,V Lounge & Restaurant
368,31.952234,35.93188,Hashem
369,31.953451,35.884483,Melograno
370,31.987595,35.866623,Abu Jbara
371,31.94937,35.92642,Al-Quds
372,31.956652,35.94576,Beit Sitti
373,31.951536,35.93099,Wild Jordan Center
374,31.952919,35.903458,Lucca Steakhouse
375,31.953556,35.914356,Burj Al Hamam
376,31.845284,35.91387,Kan Zamaan
377,31.952505,35.907158,Levant
378,31.941225,35.888035,Levant Restaurant
379,31.95136,35.916283,Rosa Damascena
380,31.952257,35.93196,Hashim Restaurant
381,31.948015,35.931316,Books at Cafe
382,31.96674,35.87306,Tannoureen
383,31.991304,35.865364,Reem albawadi
384,31.952566,35.9041,Yoshi
385,31.965462,35.901966,Gusto
386,31.946836,35.878162,Clemance Restaurant
387,31.973347,35.90616,IL Terrazzo Amman Restaurant
388,31.973473,35.89811,Vinaigrette
389,31.952627,35.93221,Al-Quds Restaurant
390,31.952438,35.937958,Pizza Roma Cafe
391,31.963032,35.89816,Brisket
392,31.951878,35.9332,Habibah Sweets
393,31.952278,35.92017,Fakhreldin Restaurant
394,31.94924,35.929058,Sufra Restaurant
395,31.992243,35.866783,Tawaheen al-Hawa
396,31.952156,35.91342,Chestnut Restaurant & Pub
397,31.961784,35.8701,V Lounge & Restaurant
398,31.952234,35.93188,Hashem
399,31.953451,35.884483,Melograno
400,31.987595,35.866623,Abu Jbara
401,31.94937,35.92642,Al-Quds
402,31.956652,35.94576,Beit Sitti
403,31.951536,35.93099,Wild Jordan Center
404,31.952919,35.903458,Lucca Steakhouse
405,31.953556,35.914356,Burj Al Hamam
406,31.845284,35.91387,Kan Zamaan
407,31.952505,35.907158,Levant
408,31.941225,35.888035,Levant Restaurant
409,31.95136,35.916283,Rosa Damascena
410,31.952257,35.93196,Hashim Restaurant
411,31.948015,35.931316,Books at Cafe
412,31.96674,35.87306,Tannoureen
413,31.991304,35.865364,Reem albawadi
414,31.952566,35.9041,Yoshi
415,31.965462,35.901966,Gusto
416,31.946836,35.878162,Clemance Restaurant
417,31.973347,35.90616,IL Terrazzo Amman Restaurant
418,31.973473,35.89811,Vinaigrette
419,31.952627,35.93221,Al-Quds Restaurant
420,31.952438,35.937958,Pizza Roma Cafe
421,31.963032,35.89816,Brisket
422,31.951878,35.9332,Habibah Sweets
423,31.952278,35.92017,Fakhreldin Restaurant
424,31.94924,35.929058,Sufra Restaurant
425,31.992243,35.866783,Tawaheen al-Hawa
426,31.952156,35.91342,Chestnut Restaurant & Pub
427,31.961784,35.8701,V Lounge & Restaurant
428,31.952234,35.93188,Hashem
429,31.953451,35.884483,Melograno
430,31.987595,35.866623,Abu Jbara
431,31.94937,35.92642,Al-Quds
432,31.956652,35.94576,Beit Sitti
433,31.951536,35.93099,Wild Jordan Center
434,31.952919,35.903458,Lucca Steakhouse
435,31.953556,35.914356,Burj Al Hamam
436,31.845284,35.91387,Kan Zamaan
437,31.952505,35.907158,Levant
438,31.941225,35.888035,Levant Restaurant
439,31.95136,35.916283,Rosa Damascena
440,31.952257,35.93196,Hashim Restaurant
441,31.948015,35.931316,Books at Cafe
442,31.96674,35.87306,Tannoureen
443,31.991304,35.865364,Reem albawadi
444,31.952566,35.9041,Yoshi
445,31.965462,35.901966,Gusto
446,31.946836,35.878162,Clemance Restaurant
447,31.973347,35.90616,IL Terrazzo Amman Restaurant
448,31.973473,35.89811,Vinaigrette
449,31.952627,35.93221,Al-Quds Restaurant
450,31.952438,35.937958,Pizza Roma Cafe
451,31.963032,35.89816,Brisket
452,31.951878,35.9332,Habibah Sweets
453,31.952278,35.92017,Fakhreldin Restaurant
454,31.94924,35.929058,Sufra Restaurant
455,31.992243,35.866783,Tawaheen al-Hawa
456,31.952156,35.91342,Chestnut Restaurant & Pub
457,31.961784,35.8701,V Lounge & Restaurant
458,31.952234,35.93188,Hashem
459,31.953451,35.884483,Melograno
460,31.987595,35.866623,Abu Jbara
461,31.94937,35.92642,Al-Quds
462,31.956652,35.94576,Beit Sitti
463,31.951536,35.93099,Wild Jordan Center
464,31.952919,35.903458,Lucca Steakhouse
465,31.953556,35.914356,Burj Al Hamam
466,31.845284,35.91387,Kan Zamaan
467,31.952505,35.907158,Levant
468,31.941225,35.888035,Levant Restaurant
469,31.95136,35.916283,Rosa Damascena
470,31.952257,35.93196,Hashim Restaurant
471,31.948015,35.931316,Books at Cafe
472,31.96674,35.87306,Tannoureen
473,31.991304,35.865364,Reem albawadi
474,31.952566,35.9041,Yoshi
475,31.965462,35.901966,Gusto
476,31.946836,35.878162,Clemance Restaurant
477,31.973347,35.90616,IL Terrazzo Amman Restaurant
478,31.973473,35.89811,Vinaigrette
479,31.952627,35.93221,Al-Quds Restaurant
480,31.952438,35.937958,Pizza Roma Cafe
481,31.963032,35.89816,Brisket
482,31.951878,35.9332,Habibah Sweets
483,31.952278,35.92017,Fakhreldin Restaurant
484,31.94924,35.929058,Sufra Restaurant
485,31.992243,35.866783,Tawaheen al-Hawa
486,31.952156,35.91342,Chestnut Restaurant & Pub
487,31.961784,35.8701,V Lounge & Restaurant
488,31.952234,35.93188,Hashem
489,31.953451,35.884483,Melograno
490,31.987595,35.866623,Abu Jbara
491,31.94937,35.92642,Al-Quds
492,31.956652,35.94576,Beit Sitti
493,31.951536,35.93099,Wild Jordan Center
494,31.952919,35.903458,Lucca Steakhouse
495,31.953556,35.914356,Burj Al Hamam
496,31.845284,35.91387,Kan Zamaan
497,31.952505,35.907158,Levant
498,31.941225,35.888035,Levant Restaurant
499,31.95136,35.916283,Rosa Damascena
500,31.952257,35.93196,Hashim Restaurant
501,31.948015,35.931316,Books at Cafe
502,31.96674,35.87306,Tannoureen
503,31.991304,35.865364,Reem albawadi
504,31.952566,35.9041,Yoshi
505,31.965462,35.901966,Gusto
506,31.946836,35.878162,Clemance Restaurant
507,31.973347,35.90616,IL Terrazzo Amman Restaurant
508,31.973473,35.89811,Vinaigrette
509,31.952627,35.93221,Al-Quds Restaurant
510,31.952438,35.937958,Pizza Roma Cafe
511,31.963032,35.89816,Brisket
512,31.951878,35.9332,Habibah Sweets
513,31.952278,35.92017,Fakhreldin Restaurant
514,31.94924,35.929058,Sufra Restaurant
515,31.992243,35.866783,Tawaheen al-Hawa
516,31.952156,35.91342,Chestnut Restaurant & Pub
517,31.961784,35.8701,V Lounge & Restaurant
518,31.952234,35.93188,Hashem
519,31.953451,35.884483,Melograno
520,31.987595,35.866623,Abu Jbara
521,31.94937,35.92642,Al-Quds
522,31.956652,35.94576,Beit Sitti
523,31.951536,35.93099,Wild Jordan Center
524,31.952919,35.903458,Lucca Steakhouse
525,31.953556,35.914356,Burj Al Hamam
526,31.845284,35.91387,Kan Zamaan
527,31.952505,35.907158,Levant
528,31.941225,35.888035,Levant Restaurant
529,31.95136,35.916283,Rosa Damascena
530,31.952257,35.93196,Hashim Restaurant
531,31.948015,35.931316,Books at Cafe
532,31.96674,35.87306,Tannoureen
533,31.991304,35.865364,Reem albawadi
534,31.952566,35.9041,Yoshi
535,31.965462,35.901966,Gusto
536,31.946836,35.878162,Clemance Restaurant
537,31.973347,35.90616,IL Terrazzo Amman Restaurant
538,31.973473,35.89811,Vinaigrette
539,31.952627,35.93221,Al-Quds Restaurant
540,31.952438,35.937958,Pizza Roma Cafe
541,31.963032,35.89816,Brisket
542,31.951878,35.9332,Habibah Sweets
543,31.952278,35.92017,Fakhreldin Restaurant
544,31.94924,35.929058,Sufra Restaurant
545,31.992243,35.866783,Tawaheen al-Hawa
546,31.952156,35.91342,Chestnut Restaurant & Pub
547,31.961784,35.8701,V Lounge & Restaurant
548,31.952234,35.93188,Hashem
549,31.953451,35.884483,Melograno
550,31.987595,35.866623,Abu Jbara
551,31.94937,35.92642,Al-Quds
552,31.956652,35.94576,Beit Sitti
553,31.951536,35.93099,Wild Jordan Center
554,31.952919,35.903458,Lucca Steakhouse
555,31.953556,35.914356,Burj Al Hamam
556,31.845284,35.91387,Kan Zamaan
557,31.952505,35.907158,Levant
558,31.941225,35.888035,Levant Restaurant
559,31.95136,35.916283,Rosa Damascena
560,31.952257,35.93196,Hashim Restaurant
561,31.948015,35.931316,Books at Cafe
562,31.96674,35.87306,Tannoureen
563,31.991304,35.865364,Reem albawadi
564,31.952566,35.9041,Yoshi
565,31.965462,35.901966,Gusto
566,31.946836,35.878162,Clemance Restaurant
567,31.973347,35.90616,IL Terrazzo Amman Restaurant
568,31.973473,35.89811,Vinaigrette
569,31.952627,35.93221,Al-Quds Restaurant
